rating,comment
Pink,"You have been a good student in class and have tried hard to understand what we have studied. However, your listening and writing exams results are concerningly low. You will need to attend the listening and writing workshops next term as well as regularly practise your writing and listening skills outside of class. There are many recommendations for how to do this on Moodle; for example, completing the listening videos with questions can help you prepare for Part 2 of the AES exam and TED talks will help you develop note-taking skills and strategies. You should also make sure you complete the reading practice tests at the back of the AES book."
Pink,Wai Shan is under performing in class. She must attend workshops more regularly in order to progress. I advise her to work harder in her spare time and to speak with me regularly if she is struggling to understand the work.
Amber,"Kimberly is a good student and is mostly attentive in class. Although she tends to remain relatively quiet herself in class discussions, her work shows good understanding of the concepts introduced so far this term. Kimberley has achieved around 70% in her first formal formative assessment, which is a very good result for her for this term. I am sure she will continue to make good progress with her positive attitude."
Pink,"You formative essay was a case of plagiarism and it has been raised with you.I have to admit that I am not overly confident with your ability to understand the subjects we cover in class. You often seem to drift away and not pay attention in class, something bad given that your understanding skills are not the best.You have to improve on your commitment and I would like you to take more initiative towards this. Attendance of workshops is highly advisable. Independent reading as well. Do not miss classes as when you do so you remain behind. Unless you put some effort yourself I am afraid about your ability to progress."
Amber,
Amber,
Amber,
Amber,
Amber,"Kim is a keen and attentive member of the class. She contributes well and asks when she needs help. Her writing, reading and listening grades all need to improve to ensure progression to his next chosen course. To achieve this she should attend listening and writing workshops, use the grammar book to build up her writing skills, read more frequently to build up vocabulary and regularly listen and complete all of the practice tests in the AES books."
Amber,She is very quiet in class. She needs to work hard to progress this year. I would advise her to arrange a few personal tutorials with me to place a learning plan in her own time
Amber,"Kimberley - you demonstrate some knowledge of the subject and I am pleased to see that you try and answer some questions during class. This is evidence that your confidence is growing, but I think you could develop this further. You do need to improve your listening skills however, as well as improving you written skills. If you do this, I am confident you have the potential to progress."
Pink,"Kim has been a bit of a riddle throughout the year. She usually stays quite in class and even if asked, she will respond through one-word answers. Although she will very likely pass, she needs to pay more attention and follow clear instructions towards her S2 to attain a progression mark."
Amber,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
Pink,"Kim has been a bit of a riddle throughout the year. She usually stays quite in class and even if asked, she will respond through one-word answers. Although she will very likely pass, she needs to pay more attention and follow clear instructions towards her S2 to attain a progression mark."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Green,
Pink,"You are clearly trying hard, but struggle at times. It is important that you try and participate a bit more in group work as well as in whole-class discussion as you could learn a lot more from doing so and this would really help your progress."
Green,
Pink,"I believe Meiyi does understand the course but she is very timid and shy. I do not have any kind of information about her ability or understanding as she has never spoke in class. I need her to start talking about her own opinion and ideas so I can be sure of her understanding. Workshop attendance is advisable, at least so she can unblock herself and be able to speak during classes."
Amber,"Meiyi is generally doing well and making good progress in her class work and exam and this is reflected in her formative exams results. She should try to dedicate time to improving her listening skills to ensure she meets progression and try to participate more in group discussions - this will help the flow of ideas and improve the interaction between group members. During winter break she should work on completing all AES reading exam practice tasks and 2 essays and some of the listening activities on MOODLE. In term 2, she should attend listening workshops to further support her English studies."
Green,"You have worked hard in Arts this term - so well done! This has paid off with an excellent mark for your formative assignment. You also understand a lot more than you think. You seem to struggle more with your confidence than the actual content of the course. You are incredibly quiet in class, both in small groups and also in class discussion. Much as it is hard to contribute in seminar and lecture environments, it would be good to hear you do so as you are a capable student and this would help your development. This where you should concentrate your efforts next term. In the meantime, you have done well this term."
Green,Eve is a very good student. She responds readily to all the tasks and always seems very positive. She seems very shy. It would be beneficial to encourage her to be more active during the class and free in expressing herself verbally.
Green,Your formative assignment was good but I am certain you can do much better than this. You are an able student and you can most definitely achieve progression if you continue with the same commitment. You can also take a bit more initiative and talk more during classes.
Amber,
Green,
Green,
Amber,
Amber,"Meiyi remains quietly engaged and focused in class. Her listening and speaking summative results have been pleasing and she should continue to work on them to achieve the best grade possible. Meiyi has already got good reading and writing skills and it must be mentioned that her writing skills, in particular, have improved a lot this term. I believe that as long as she keeps practising and applying the skills she will do well . There are practice activities for these skills in the appendices of the AES coursebook to help support her English studies."
Green,"You are a much more capable student than you realise. Your second formative result gives you a solid foundation to build on - and this stands you in good stead for your second summative. You work hard and this is good to see. However, you are very reticent in class. It would be good to hear more from you, as when pressed you make intelligent contributions. Try and participate more, as well as building on the foundations laid by your formative assignment, and you have the tools to do well in your second summative."
Green,Eve is an excellent student who shows great interest in F&M as subject matter. She keenly does her homework and classwork and works well as part of a team
Green,Eve has shown determination towards achieving a progression mark and I believe she will manage to do so. She just needs to continue showing same determination and attitude during the last term as well.
Amber,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Pink,You are very quiet in class and you do not always ask questions when you don't understand. Please make sure you ask as this will help your learning going forward into the next half term. You should also try harder to take an active part in group and class work as you are currently very quiet - this is definitely something to aim for over the next half term.
Green,
Amber,
Pink,"Yufan is a good student, but he needs to improve on his overall performance in class. An area to improve on is his participation in group discussions - it will help the flow of ideas and improve the interaction between group members. His formative grades generally show that he needs to work much harder to improve his level of English in order to progress onto his chosen degree. During winter break he should work on completing all AES reading practice exams and 2 essays and some of the listenings on MOODLE. In term 2, I strongly advise attending writing and listening workshops to support his English studies."
Pink,"You are exceptionally quiet in class and do not really contribute to class discussions either in lectures or seminars. You should aim to change this so that you can get the maximum benefit from your classes. In group work, you should also try to participate more fully as you are very quiet and this means that you do not develop as well as you could. Your formative assignment shows that you are more capable than you think, so it would be good to see this translated into the classroom - next term I would like to see you prepare texts more thoroughly (the more you do this, the easier it gets) so that you can participate more fully."
Amber,"Winston is a good student and always seems very positive. He works well as part of a team, but seems quite shy. He expresses clear interest in documentary film.  
It would be beneficial to encourage him to be more active during class and free in expressing herself verbally."
Green,I believe you are a very able student and you will have no issue with progressing. A bit more commitment from you can take you to the next level as I believe you have the capabilities to achieve more.
Pink,There has been some improvement in Yufan's performance in both his classwork and assessments. He has shown more engagement in class especially in aspects of speaking; but he needs to make a conscious effort to work on his listening skills as this is his weakest skill and this is reflected in his summative result. I strongly advise him to continue attending writing and listening workshops to support his English studies and make use of the drop-in clinic that is available to Sept students.
Amber,
Amber,
Pink,"Vincent can most definitely progress but he needs to push himself a bit more in terms of independent studying. He needs to practice a bit more in his English expression, as he does have the knowledge but needs to improve on his expression of that knowledge."
Amber,"Yufan's summative listening and speaking grades have seen an improvement and this only stands to prove that with some effort and commitment to the task he can produce some pleasing results. Yufan is quiet by nature, but this term he has made the effort to contribute more to pair and group work which is pleasing to see as he has some good ideas. He needs to take on board the feedback to help him improve his marks, particularly his writing. He should continue to practise listening and complete some reading and writing skills exercises by using the exam practice booklets in the appendices section of the AES workbook and attend classes so that he can practise these skills."
Pink,"You are extremely quiet in class, even in group work, to the extent that it is hard to work out whether you understand. You should try and change this so that you can make more progress. Your formative assignment showed evidence that you understand more than you think, but there were also problems with it. If you solve some of these problems (which would be easily done) then you would score much more highly. Next term, try and engage more with the texts, as well as discussions in class, to enable you to participate in class more fully."
Amber,"Vincent is a good student who shows considerable interest in F&M as subject matter. He works well as part of team, but should put greater effort in his classwork and homework"
Amber,Vincent's Resit was of a very good quality and he achieved a really good mark (72). I have no worries at this point about his progression. He will need to do some more independent study towards the final exam however.
Amber,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Pink,You are very quiet in class and there have been occasions when you have not asked questions when you don't understand. You can always ask questions and this will help your learning going forward so please do make sure you ask if you're not sure about something. Additionally you should try harder to take an active part in group and class work as you are currently very quiet so this is something to aim for over the next half term.
Amber,
Pink,"I believe Chenxi does understand the course but he does not talk in class. I do not have any kind of information or confirmation about his ability as he has never spoke in class. I need him to start talking about his own ideas so I can be sure of his understanding. Workshop attendance is advisable, at least so he can unblock himself and be able to speak during classes."
Green,"Chenxi has shown a high level of commitment to AES this term and his overall result following formative assessments is quite promising.  The listening assessment grade, which may be a cause for concern, could potentially be improved through practising listening and note-taking technique.  Chenxi could utilise both online materials (Listening: Independent Skills Practice on the AES Moodle webpage) and attend the listening workshops which are available to all AES students.  In order to improve overall comprehension and linguistic confidence, it may be helpful to work through all of the available vocabulary development material in the AES workbooks and on Moodle."
Amber,"You are very quiet in classes, but as your formative assignment mark shows you are a capable student. You need to make the effort to contribute more both in class and in small groups (where you are frequently reluctant to speak English). The more you engage with English texts, the easier it becomes, so please ensure you prepare better for lessons - only then will you gain maximum benefit from them. For next term, please try and make sure that you prepare better for classes and then use that preparation to contribute more actively."
Amber,"Chenxi is a good student and always seems very positive. He works well as part of a team.  
It would be beneficial to encourage him to be more active during class and free in expressing herself verbally."
Amber,"I believe your formative was quite okay but you still need to work in order to attain a good mark. 
You have to improve your speaking skills and I would like you to take more initiative towards this. Try to be involved more in class and have at least one question each class."
Pink,"Chenxi’s summative listening exam results are a cause for concern at this stage in the IFY.  In order to improve his listening skills to pass the second summative listening exam, I would recommend that Chenxi attends the listening workshops and works through the listening materials for use in independent study time, which are on the AES Moodle page.  It may also be beneficial to try to gain more exposure to natural use of English language through television and media sources."
Amber,
Amber,
Pink,"Mr Chenxi is more than able to progress but he needs to be more attentive in class and to concentrate more. It is quite obvious that he has the potential, but he needs to put some effort by himself as well. Lately he has been improving but he needs to build on to that."
Pink,"Chenxi achieved a good result in the summative speaking seminar at the beginning of Term 2 but his first summative listening exam result was below pass standard.  It would be advisable for Chenxi to take every opportunity to listen to proficient spoken English, both in academic and other contexts, to help improve familiarity with fluent intonation and delivery, and to engage as much as possible with discussions in class to practise speaking and listening.  Chenxi might also benefit from working through the material in the Listening: Skills for Independent Study section on Moodle."
Pink,"You continue to be very quiet in class, though you do seem to try hard. One of the main barriers to success for you is that you do not really engage with the texts, which gives you a problem both for participation and for your development in the course. Your second formative mark was weak, but there were issues that can be easily solved, enabling you to score much more highly next time round. You are capable of doing better than you think. When you try hard to contribute to class discussion, you do better than you think. Try and build on that to improve your mark next term: read the texts and contribute in class discussion."
Green,"Chenxi is a good student who shows considerable interest in F&M as subject matter. He works well as part of team, but should put greater effort in his classwork and homework"
Green,"Mr. Chenxi has managed to pick up during this term and he has done very well. He is paying much more attention, contributing in class, etc. I wish he keeps this up until the end of the year, without me telling him off again."
Pink,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Pink,"You are incredibly quiet in class, both in groups and in larger discussions. You need to build up the courage to start speaking in a class-based discussion. Even in group work, this is clearly difficult for you, so start in a small group setting and build up so that you feel able to participate in the bigger class."
Amber,
Pink,
Pink,"You sometimes try hard to participate in class but you need to make sure you do this more consistently. Your listening exam score is concerningly low. You need to work hard to improve this. You must attend the listening workshop next term. In class you sometimes work hard but you need to be more consistent and make sure you complete homework regularly. There are many recommendations for how to do this on Moodle; for example, completing the listening videos with questions can help you prepare for Part 2 of the AES exam and TED talks will help you develop note-taking skills and strategies. You should also make sure you complete the reading practice tests at the back of the AES book."
Pink,"You need to continue to work hard in Arts. Although you did well in your formative assignment, you seem to struggle in class, so you need to ensure that you continue to engage with the texts so that you are able to fully participate. You are exceptionally quiet in class and rarely say anything either in groups or in class discussion. If you could start to be more vocal this would really benefit you. You must make sure that you prepare well for classes by reading the texts so that you are able to take part as much as possible."
Amber,"Jenny is a good and engaged student. It would be beneficial if she invested more in expressing himself clearly both verbally and in writing, and if she approached her tasks with greater focus and understanding."
Amber,"You have to improve your speaking skills and I would like you to take more initiative towards this. 
You have to improve on your commitment and I would like you to take more initiative towards this. Try to speak more in class and communicate in English more. I will also ask you to speak a bit more during class."
Pink,You sometimes try hard to participate in class but you need to make sure you do this more consistently. Your listening exam score is concerningly low. You need to work hard to improve this. You must attend the listening workshop. You should also make sure you complete the reading practice tests at the back of the AES book with the writing question attached. . There are also a lot of other options for self-study on Moodle. Also make sure to regularly complete your AES homework.
Amber,
Amber,
Amber,
Pink,"Jenny often tries hard in class and participates well. However, she needs to work hard to achieve the grades she needs to pass this course. Her speaking skills are satisfactory but reading, writing, and especially listening grades need to improve. To achieve this she should attend listening and writing workshops, use the grammar book to build up her writing skills, read more frequently to build up vocabulary and regularly listen and complete all of the practice tests in the AES books."
Pink,"You are very quiet indeed in Arts. Sometimes you don't attend at all, and you have not submitted a formative assignment, which means it is very hard for me to gauge your progress. Moreover, you will not have assignment feedback to work from when it comes to your summative assignment at the end of Term 3. In order to start performing better in Arts, you need to begin by engaging better with the set texts. This would mean that you could participate more in class and deepen your understanding of the main topics and themes, which would give you a better foundation for your final assignment."
Amber,"Jenny is a student who shows interest in F&M as subject matter. She works well as part of team, but should put greater effort in her classwork and homework"
Pink,"Jenny's Sumamtive 1 was in the range of 60. She did not sit the exam for Formative 1 so I do not have an idea about her knowledge and ability on a written exam. Judging however from her ability to articulate ideas and concepts in class, she will have many issues with getting a good mark. Unless she pulls herself together, start paying attention in class, and show some effort, she will find it very difficult to attain a progression mark."
Pink,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Pink,"You are incredibly quiet in class and I think you need to build up the courage to start speaking in a class-based discussion. Even in group work, this is clearly difficult for you, so start in a small group setting and build up so that you feel able to participate in the bigger class. 

Additionally, if you don't understand, it's important that you say so as sometimes I get the impression that you are finding things difficult but don't want to say."
Green,
Green,
Amber,"You have shown fairly good speaking skills and have tried hard to participate in class. You often complete homework and try hard to understand. You need to work on improving your other skills particularly in writing and listening. I advise regularly practising these skills outside of class. There are many recommendations for how to do this on Moodle: for example, the listening videos with questions or TED talks for note-taking skills and strategies. You should also make sure you complete the reading practice tests at the back of the AES book with the writing question attached."
Green,"You have made excellent progress this term in Arts: you have worked very hard and it has really paid off so well done. Making the choice to come to workshops has really benefitted you and your increased participation in class is great to hear. It's been lovely to hear from you in lectures as well - please keep this up. You have also made sure that you have prepared the texts so that you have insightful contributions to make so ensure that you carry on like this. You have also done well in your formative assignment so well done! All in all, you should be very pleased."
Green,"Zhao is an excellent student. She demonstrates great understanding of film and media as subject matter. She responds excellently to tasks, both verbally and in writing, and works very well as part of team."
Green,You seem to easily understand the material discussed in class and have become passionate with the subject. Your formative assignment was good but you have the capabilities for much higher marks. You have shown to be a passionate and dedicated student and I expect you to achieve great things in the future.
Amber,
Green,
Green,
Green,
Amber,"Zhao is a keen and attentive member of the class. She contributes well and asks when she needs help. Her writing grade need to improve a bit to ensure progression to his next chosen course. To achieve this she should use the grammar book to build up her writing skills, read more frequently to build up vocabulary as well as complete all of the practice tests in the AES books. There are many other resources on Moodle she also could use."
Green,"You are a very diligent student in Arts and your preparation shows that you are working hard. This enables you to take part both in class and lecture discussions, so well done. Your second formative assignment mark was very good, showing that you have a very solid basis to work from next term. If you work hard and focus on the feedback given, you have the ability to do well in your summative assignment. Carry on reading the texts and backing up this with secondary literature and you will be able to improve still further."
Green,Zhao is an excellent student who shows great interest in F&M as subject matter. She keenly does her homework and classwork and works well as part of a team
Green,The improvement and passion towards Sociology shown by Zhao this year has been extraordinary. No other student has had such improvement throughout this cohort. Her passion in Sociology furthermore is something I am proud to have planted the seed. I am certain we will see great things from her.
Amber,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Green,
Pink,"Geng Xiaoxue- Snow is a pleasure to teach. She is attentive and tries to understand the subject, though language is a bit of a challenge for her. At this point in the course, it is difficult to know her level of understanding of Economics but with a bit of extra help I am confident she can progress. To help, I would recommend her to attend one Management and Economics workshop a week at least until the end of term."
Amber,
Pink,"Xiaoxue is focused and takes an active role in class activities. Although her formative grades generally show that she needs to work harder on improving her level of English, particularly listening, she is capable of meeting her English requirements providing she continues to work diligently and remains focused. During winter break she should work on completing all AES reading exam practice tasks and 2 essays and some of the listening activities on MOODLE. In term 2, I strongly advise her to continue to attend listening workshops and attend writing workshops to support her English studies to ensure successful progression."
Green,Xiaohue has extensive knowledge of Maths and works very well during classes and her first assessment was very successful. Please keep this good effort up.
Pink,"Snow is a hard working student who demonstrates good understanding and is currently working on improving her communication skills. She needs to build her confidence and aim to contribute more in class, as this will give her the opportunity to practice articulating her thoughts out loud and testing these against those of her peers. As Snow has scored 50% in her first formal formative assessment, she needs also to practice her writing skills and revise a little more in her own time. I advise her to attend the workshops more regularly as this will help her and give her a better chance of progressing."
Amber,"You have to improve your speaking skills and I would like you to take more initiative towards this. Try to talk more in class so you can improve your general language skills also. A vocabulary list is advisable.

Your formative showed that you have some ability and understanding of what we are covering but you have to improve. I believe that you will do better in the summative if you apply what we have discussed in class and the feedback you got from the formative."
Amber,"In the first instance, Xiaoxue needs to minimise the amount of time she spends speaking Mandarin during her English lessons as this is affecting her overall English performance. Her summative grades so far have shown an overall improvement in her listening, however her speaking has seen a lower score. She now needs to focus on her summative reading and writing skills to ensure that she meets her English requirements. I strongly advise her to continue to attend listening workshops and attend writing workshops to support her English studies to ensure successful progression."
Green,
Amber,
Amber,
Pink,"Xiaoxue is a conscientious and hardworking student. There has been an improvement in her listening result, achieving 40% and so remains a skill that she should keep improving on. Her speaking result was a little disappointing because if she had done more preparation she would have scored more highly. Equally, she should really focus on practising her reading and academic writing skills as these are areas that need attention. There are practice activities for these skills in the appendices of the AES coursebook to help support her English studies."
Green,"She has extensive knowledge of Maths and works very well during classes, and her first assessment was very successful. Please keep this good effort up."
Pink,Snow -  you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should do self-study every week and need to be more interactive during class. You need to improve your listening and writing skills and also improve your practice of accounting. I recoement you attend workshop classes after Easter.
Amber,"Snow will manage to pass and progress in Psychology. She has shown dedication and ability to comprehend the topics we have been discussing throughout the year. Although not her favourite subject, she seems to be able to comprehend everything we discuss.
I do believe she will need to improve a bit in her spoken language to also do well next year as an Undergraduate."
Pink,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
Amber,"Snow will manage to pass and progress in Psychology. She has shown dedication and ability to comprehend the topics we have been discussing throughout the year. Although not her favourite subject, she seems to be able to comprehend everything we discuss.
I do believe she will need to improve a bit in her spoken language to also do well next year as an Undergraduate."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Pink,"Zhihan does not participate in class. She is attentive, but I am very concerned that her english is not adequate for the course. She needs to focus on her english now if she is to succeed on the course."
Amber,
Pink,"April is a good student, but it is difficult sometimes to know how much she is grasping of the course because she does not actively answer questions, and is reluctant to interact with other students in class. In order for him to progress I would recommend he attends one Management and Economics workshop a week until the end of term."
Pink,"Your average exam score is concerningly low. You need to try harder to communicate in English in class and let me know when you need help understanding what we have studied. You will need to attend the listening and writing workshops next term as well as regularly practice your writing and listening skills outside of class. There are many recommendations for how to do this on Moodle; for example, completing the listening videos with questions can help you prepare for Part 2 of the AES exam and TED talks will help you develop note-taking skills and strategies. You should also make sure you complete the reading practice tests at the back of the AES book."
Pink,Zhihan is very quiet in class and it is not clear whether she is concentrating. She does not engage with class discussions and is unable to answer questions when asked. Her English appears to be holding her back and she must now focus on improving her language skills if she is to have any chance of progression at the end of the course. Her formative result was a reflection of this. Zhihan needs to immerse herself in English speaking and take the time to read the textbook/Moodle if she is to make progress in term 2.
Pink,Zhihan is under performing in class. She must attend workshops more regularly in order to progress. I advise her to work harder in her spare time and to speak with me regularly if she is struggling to understand the work.
Pink,"April demonstrates some understanding and has shown some improvement in her communication skills. She tries to contribute to class discussions when she is present. Her writing skills are fair, but need further development. April scored 53% in her first formal formative assessment, which shows she needs to work a little harder to progress, something she can certainly do. I recommend she attends workshop in the new academic year, as this will increase her chances of progressing."
Pink,You need to try harder to communicate in English in class and let me know when you need help understanding. Your average exam score needs to improve to ensure progression to your chosen undergraduate degree. You will need to regularly practice your writing and listening skills outside of class. There are many recommendations for how to do this on Moodle for example the listening videos with questions or TED talks for note-taking skills and strategies. You should also make sure you complete the writing practise tests at the back of the AES book with the writing question attached. You must attend the listening and writing workshops.
Amber,
Amber,
Amber,
Pink,"April needs to contribute more in class and always be prepared. Her writing and listening grades need to improve to ensure progression to his next chosen course. To achieve this she should attend listening and writing workshops, use the grammar book to build up her writing skills. She should read more frequently to build up vocabulary and regularly listen as well as complete all of the practice tests in the AES books."
Pink,Zhihan is still very quiet in class. When asked direct questions she is unable to answer and this makes me think that her english skills are still not sufficient for her to complete the course successfully. She now needs to throw herself into learning the necessary language skills.
Amber,She did quite well in her resit assessment. She is very quiet in class. She needs to work hard to progress this year. I would advise her to arrange a few personal tutorials with me to place a learning plan in her own time
Pink,"April - you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be more interactive in class. You need to improve your listening writing skills, as well as work on your accounting. I recommend you attend workshop classes after Easter."
Pink,Comments remain the same as for RPAG4.
Pink,Zhihan is still very quiet in class. When asked direct questions she is unable to answer and this makes me think that her english skills are still not sufficient for her to complete the course successfully. She now needs to throw herself into learning the necessary language skills.
Amber,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,Frank appears to be a capable student but has not shown much willingness to work hard and try to develop his AES skills. As such I have seen little work from him. He needs to improve his attitude and would probably benefit from attending listening and writing workshops. He needs to participate in class activities more to fully realise his potential and maximise his chances of progression.
Amber,
Green,
Pink,"Hu Zhekai is a good student but is easily distracted by his peers. At this point in the course it is difficult to know how much he is absorbing of the class content, though one thing is clear, he needs to concentrate more in class overall. In order for him to progress I would recommend he attends one Management and Economics workshop a week until the end of term."
Pink,"Your listening exam score is concerningly low. You need to work hard to improve this. You must attend the listening workshop next term and use the videos with questions on Moodle. There are other recommendations for how to practise listening on Moodle too. In class, you sometimes work hard but you need to be more consistent and make sure you complete homework regularly. You should also make sure you complete the reading practice tests at the back of the AES book."
Pink,Zhekai is very quiet in class. He doesn't contribute to class discussions and finds it difficult to answer questions when asked. His formative was very disappointing and he must now address the feedback. Zhekai now needs to redouble his efforts to improve his language skills. He also needs to take some time to read the textbook/Moodle to confirm the learning from term 1.
Green,Zhekai has extensive knowledge of Maths and works very well during classes and his first assessment was very successful. Please keep this good effort up.
Amber,"Frank is not always very attentive in class and seems to be easily distracted. Although he tends to be quiet in class discussions, his work shows good understanding of the concepts introduced so far this term. Frank has achieved 70% in his first formal formative assessment, which is a very good result for this term. If he continues to pay more attention in class, and engage in personal revision of content, I am sure he will continue to make good progress."
Amber,
Amber,
Green,
Amber,
Amber,"Frank needs to contribute more in class. He is often not paying enough attention to be able to take part in discussions. He sometimes shows he is capable of doing very well, but he needs to be more consistent and diligent. His reading, writing and listening skills all need to be improved to meet progression requirements. I suggest he use the grammar book to build up your writing skills, read more frequently to build up vocabulary and regularly listen and complete all of the practice tests in the AES books. He should also attend listening and writing workshops."
Pink,Zhekai does not focus on his studies and does not participate in class. When asked direct questions he is not able to answer them. There remains some difficulty with language and this is clearly his biggest challenge. He now needs to commit to do doing the necessary work in order to pull his performance up.
Green,"He has extensive knowledge of Maths and works very well during classes, and his first assessment was very successful. Please keep this good effort up."
Amber,"Frank - you demonstrate some knowledge of the subject and I am pleased to see that you try and answer some questions during class. This is evidence that your confidence is growing, but I think you could develop this further. You do need to improve your listening skills however, as well as improving you written skills. If you do this, I am confident you have the potential to progress."
Amber,Comments remain the same as for RPAG4.
Pink,Zhekai does not focus on his studies and does not participate in class. When asked direct questions he is not able to answer them. There remains some difficulty with language and this is clearly his biggest challenge. He now needs to commit to do doing the necessary work in order to pull his performance up.
Green,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Green,
Amber,
Amber,
Pink,"Ozzie has all the potential to succeed but he seems to not take the class and IFY seriously. He rarely makes notes (even when I pointed out to him that he should do so), he is constantly occupied with his phone (I have asked him often to put face-down on the table but I often see him on it nevertheless), and he has an overall attitude which seems unbothered and apathetic towards the course.He needs to change this attitude."
Amber,Oguzhan is easily distracted and often does not focus in class and as a result is as disengaged in his English classes. His formative grades generally show that he needs to work much harder on improving his English learning strategies in order to ensure successful progress onto his chosen degree. He has the potential to succeed but he firstly needs to start taking greater responsibility for and show greater engagement in his own learning. In term 2 I hope to see an overall improvement in engagement. I also strongly advise him to attend writing workshops to help support his English studies.
Amber,"Oghuzan has improved this year and now engages much more in the class. His formative result shows the green shoots of some good progress. His English is adequate, but could still be improved. He now needs to build on this work by concentrating in class and reading from the book/Moodle."
Green,"Oguzhan is good student. He is increasingly more attentive in class and listens carefully to others in class discussions. I advise him to build his continue however, and contribute more regularly in class. Sharing his ideas in group discussion will enhance his critical thinking skills allowing him to shape his thinking in relation to that of his peers. Oghuzan has achieved 65% in his first formal formative assessment. He needs to now build on this success and revise harder to achieve an even higher grade, which is something he is more than capable of achieving."
Green,"After some effort on your part, I now am confident you do understand the material. Your attitude has improved overall as well. 

Although the formative assignment result was not really good, I have a feeling that the summative will greatly improve. Just show some zeal about the assignment, dedicate some time on it.

Although you will not be doing psychology at University, I can see that you have much potential in doing what you like; I hope you do not waste it due to laziness."
Amber,
Amber,
Amber,
Green,
Amber,"In terms of contribution and engagement, Oguzhan needs to do more to help create a more cohesive learning environment with his classmates. His summative speaking was better but his performance can be improved with more preparation and contributions; on a more positive note his listening result was pleasing, achieving 81%. He needs to work on his reading and academic writing skills and there are practice activities for these skills in the appendices of the AES coursebook to help support his English studies."
Amber,"Oguzhan often lacks involvement and commitment in class. I think that he has some talent, but he is not motivated to get involved. He must focus if he is to pass the course and go on to university."
Pink,"Oguzhan -you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be more interactive in class. You need to improve your listening writing skills, as well as work on your accounting. I recommend you attend workshop classes after Easter."
Green,"Ozzie will manage to progress. However, if he showed a little more dedication and committment he could achieve much more."
Amber,Comments remain the same as for RPAG4.
Amber,"Oguzhan often lacks involvement and commitment in class. I think that he has some talent, but he is not motivated to get involved. He must focus if he is to pass the course and go on to university."
Pink,Comments remain the same as for RPAG4.
Green,"Ozzie will manage to progress. However, if he showed a little more dedication and committment he could achieve much more."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Green,
Amber,
Amber,
Pink,"I believe Yi does understand the course but she is very timid and shy. I do not have any kind of information or confirmation about her ability as she has never spoke in class. I need her to start talking about her own ideas so I can be sure of her understanding. Workshop attendance is advisable, at least so she can unblock herself and be able to speak during classes."
Amber,"Yi is generally making reasonable progress and needs to continue work hard to ensure successful progression. She can be a little distracted at times and unfocused in class which impacts on her engagement and participation in class activities. Her contributions to group discussions could be improved as this will help the flow of ideas and improve the interaction between group members. During winter break she should work on completing all AES reading exam practice tasks and 2 essays and work on some of the listening activities on MOODLE. In term 2, she should attend writing workshops to help support her written skills."
